0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.95
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.95
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.95
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
0.03,-0.02,0.96
